caseid,age,parents_divorced,parents_separated,ever_married,intention_to_marry,num_marriages,separate_or_divorce
11902,46,NA,NA,Yes,"NA",1,0
11903,34,NA,NA,Yes,"NA",1,0
11904,59,NA,NA,Yes,"NA",1,0
11905,59,NA,21,Yes,"NA",1,2
11906,25,NA,NA,No,Probably Yes,0,0
11907,68,NA,NA,Yes,"NA",1,0
11908,28,5,4,No,"NA",0,0
11909,28,NA,NA,Yes,"NA",1,0
11910,54,NA,NA,No,Probably Not,0,2
11911,34,NA,NA,Yes,"NA",1,0
11912,33,NA,25,Yes,"NA",1,0
11913,70,NA,NA,Yes,"NA",1,0
11914,65,NA,NA,Yes,"NA",1,0
11915,67,NA,NA,Yes,"NA",1,0
11916,54,NA,NA,Yes,"NA",2,1
11917,30,NA,NA,No,"NA",0,0
11918,33,NA,NA,Yes,"NA",1,0
11919,71,NA,NA,Yes,"NA",1,0
11920,56,NA,NA,Yes,Probably Yes,1,1
11921,57,NA,NA,Yes,"NA",1,0
11922,62,NA,NA,Yes,"NA",1,0
11923,33,NA,NA,Yes,"NA",1,0
11924,57,NA,NA,No,"NA",0,0
11925,64,NA,7,Yes,"No, Definitely not",1,1
11926,40,NA,NA,No,"NA",0,0
11927,58,NA,NA,Yes,"NA",1,0
11928,38,NA,NA,Yes,"NA",1,0
11929,20,NA,0,No,Unsure,0,0
11930,24,NA,NA,No,"NA",0,0
11931,30,NA,NA,Yes,"NA",1,0
11932,64,NA,NA,Yes,"NA",1,0
11933,52,NA,NA,Yes,"NA",1,0
11934,54,NA,18,Yes,"NA",1,0
11935,27,NA,NA,Yes,"NA",1,1
11936,69,NA,NA,Yes,"NA",1,0
11937,25,NA,NA,No,Definitely Yes,0,0
11938,44,NA,NA,Yes,"NA",1,0
11939,67,NA,NA,Yes,"No, Definitely not",1,1
11940,45,NA,NA,Yes,"NA",1,0
11941,69,NA,NA,Yes,"NA",2,1
11942,22,NA,NA,No,Probably Yes,0,0
11943,54,NA,NA,Yes,"NA",1,0
11944,59,NA,NA,Yes,"NA",1,0
11945,56,NA,9,Yes,"NA",1,1
11946,68,NA,NA,Yes,"NA",1,0
11947,58,NA,NA,Yes,"NA",1,1
11948,51,NA,NA,Yes,"NA",2,1
11949,64,NA,NA,Yes,"NA",1,0
11950,18,NA,NA,No,"NA",0,0
11951,19,NA,NA,No,"NA",0,0
11952,36,NA,NA,No,"NA",0,0
11953,54,NA,NA,No,Probably Not,0,1
11954,52,NA,NA,Yes,"NA",1,0
11955,80,NA,NA,Yes,"NA",1,0
11956,32,NA,NA,No,Probably Yes,0,1
11957,76,NA,NA,Yes,"No, Definitely not",1,0
11958,70,NA,NA,Yes,"No, Definitely not",1,1
11959,28,NA,NA,No,"NA",0,0
11960,69,NA,NA,Yes,"NA",1,0
11961,66,NA,NA,Yes,Unsure,2,1
11962,57,30,12,Yes,"NA",1,0
11963,59,NA,NA,Yes,"NA",1,0
11964,58,NA,NA,Yes,"No, Definitely not",1,1
11965,56,NA,NA,No,Unsure,0,0
11966,60,NA,NA,Yes,"NA",1,0
11967,35,31,27,No,"NA",0,0
11968,62,NA,NA,Yes,"No, Definitely not",2,1
11969,74,NA,NA,Yes,"NA",1,0
11970,40,NA,NA,Yes,"NA",1,0
11971,62,NA,NA,Yes,"NA",1,1
11972,62,NA,NA,Yes,"NA",1,0
11973,80,NA,NA,Yes,"No, Definitely not",2,0
11974,53,18,18,Yes,Probably Not,1,0
11975,28,NA,NA,No,Probably Not,0,0
11976,80,NA,NA,No,"No, Definitely not",0,0
11977,30,NA,NA,No,Probably Yes,0,0
11978,57,NA,NA,Yes,"NA",2,1
11979,74,NA,NA,Yes,Probably Not,1,0
11980,21,NA,0,No,Probably Yes,0,1
11981,69,NA,NA,Yes,"NA",1,0
11982,74,NA,NA,Yes,"NA",1,0
11983,74,NA,22,Yes,"NA",1,0
11984,31,NA,NA,No,Definitely Yes,0,1
11985,29,NA,NA,Yes,"NA",1,0
11986,15,NA,NA,No,"NA",0,0
11987,80,NA,NA,Yes,Probably Not,1,0
11988,50,NA,NA,Yes,"NA",1,0
11989,52,NA,NA,Yes,"NA",1,0
11990,69,NA,NA,Yes,"NA",1,0
11991,26,NA,NA,No,Probably Yes,0,0
11992,52,NA,NA,Yes,"NA",1,0
11993,31,NA,NA,No,Unsure,0,0
11994,44,NA,NA,Yes,"NA",2,1
11995,50,NA,NA,Yes,"NA",2,1
11996,51,NA,NA,Yes,"NA",1,0
11997,37,NA,NA,No,Definitely Yes,0,0
11998,66,NA,NA,Yes,"NA",1,0
11999,31,NA,NA,No,Definitely Yes,0,0
12000,59,18,17,Yes,"NA",2,2
12001,55,NA,NA,No,"NA",0,1
12002,63,NA,NA,Yes,"NA",1,4
12003,42,20,20,Yes,"NA",1,1
12004,45,NA,1,Yes,"NA",1,1
12005,28,NA,NA,No,"NA",0,0
12006,39,NA,NA,Yes,"NA",1,0
12007,80,NA,NA,Yes,"No, Definitely not",1,0
12008,50,NA,NA,No,"NA",0,1
12009,59,NA,NA,Yes,"NA",1,0
12010,45,NA,NA,Yes,"NA",1,0
12011,55,NA,NA,No,"NA",0,1
12012,53,NA,NA,Yes,"NA",1,1
12013,36,NA,NA,No,Definitely Yes,0,1
12014,17,NA,NA,No,"NA",0,0
12015,66,NA,NA,Yes,"No, Definitely not",1,0
12016,15,NA,NA,No,"NA",0,0
12017,24,22,19,No,Definitely Yes,0,0
12018,68,NA,NA,Yes,"NA",2,2
12019,75,NA,NA,Yes,"NA",1,0
12020,52,NA,NA,Yes,"NA",1,0
12021,48,NA,NA,No,Probably Not,0,0
12022,62,NA,NA,No,Probably Yes,0,0
12023,24,NA,NA,No,Probably Not,0,0
12024,21,NA,NA,No,Probably Yes,0,0
12025,39,NA,NA,Yes,"NA",1,0
12026,62,NA,NA,Yes,Probably Not,1,1
12027,71,NA,NA,Yes,"NA",1,1
12028,80,NA,NA,Yes,"NA",1,0
12029,66,NA,NA,Yes,"NA",1,0
12030,31,NA,NA,No,"NA",0,1
12031,17,NA,NA,No,"NA",0,0
12032,51,NA,NA,Yes,"NA",1,0
12033,59,NA,NA,Yes,"NA",1,0
12034,80,NA,4,Yes,"NA",1,0
12035,24,NA,NA,No,"NA",0,0
12036,66,NA,NA,Yes,"NA",1,0
12037,68,NA,NA,Yes,"NA",2,1
12038,71,NA,NA,No,"No, Definitely not",0,0
12039,28,NA,NA,No,"NA",0,2
12040,66,NA,NA,Yes,"NA",1,0
12041,26,NA,NA,No,Probably Not,0,0
12042,40,NA,NA,Yes,"NA",1,0
12043,40,NA,NA,Yes,"NA",1,2
12044,65,NA,NA,Yes,"NA",2,1
12045,35,NA,10,Yes,"NA",1,1
12046,41,35,35,Yes,"NA",2,1
12047,36,17,10,No,"NA",0,0
12048,22,NA,NA,No,Probably Yes,0,0
12049,40,20,14,Yes,"NA",1,0
12050,16,2,NA,No,"NA",0,0
12051,67,NA,NA,Yes,"NA",1,1
12052,70,NA,NA,Yes,"NA",1,0
12053,80,NA,NA,Yes,"No, Definitely not",1,0
12054,40,25,NA,Yes,"NA",1,1
12055,57,NA,NA,Yes,"No, Definitely not",1,1
12056,17,NA,1,No,"NA",0,0
12057,72,NA,NA,Yes,"NA",2,1
12058,60,NA,NA,Yes,"NA",1,0
12059,64,35,34,Yes,"NA",2,1
12060,25,NA,7,No,"No, Definitely not",0,0
12061,31,NA,NA,Yes,"NA",1,0
12062,57,NA,NA,Yes,"NA",1,0
12063,26,NA,NA,No,"NA",0,0
12064,78,NA,NA,Yes,"No, Definitely not",1,0
12065,29,NA,NA,No,"NA",0,1
12066,60,NA,NA,Yes,"NA",1,0
12067,62,NA,NA,Yes,"NA",1,0
12068,58,NA,NA,Yes,"No, Definitely not",1,1
12069,62,NA,NA,Yes,"NA",1,0
12070,37,NA,NA,Yes,"NA",1,1
12071,74,NA,NA,Yes,"NA",1,1
12072,63,NA,NA,Yes,"NA",1,0
12073,37,10,10,Yes,"NA",1,0
12074,52,NA,NA,Yes,"NA",1,0
12075,72,NA,NA,Yes,"NA",3,4
12076,80,NA,NA,Yes,"No, Definitely not",1,1
12077,80,NA,NA,Yes,"NA",1,0
12078,67,7,4,Yes,"NA",2,1
12079,69,NA,NA,Yes,"No, Definitely not",1,1
12080,64,NA,NA,Yes,"NA",1,0
12081,69,NA,NA,Yes,"NA",1,0
12082,53,NA,NA,Yes,"NA",1,0
12083,71,NA,NA,Yes,"NA",1,0
12084,47,NA,NA,Yes,"NA",1,0
12085,56,NA,35,Yes,"NA",1,0
12086,58,NA,NA,No,Unsure,0,2
12087,63,NA,NA,Yes,"NA",2,1
12088,58,NA,NA,Yes,"NA",2,1
12089,53,16,14,Yes,"NA",1,0
12090,70,NA,NA,Yes,"No, Definitely not",1,0
12091,29,NA,NA,No,Definitely Yes,0,0
12092,69,NA,NA,No,"No, Definitely not",0,1
12093,48,NA,NA,Yes,"NA",1,0
12094,51,NA,NA,No,"NA",0,1
12095,80,NA,NA,Yes,"NA",1,0
12096,28,NA,NA,No,Unsure,0,0
12097,71,NA,NA,Yes,Probably Yes,1,0
12098,62,NA,NA,Yes,"NA",1,0
12099,80,NA,NA,Yes,"NA",1,0
12100,21,NA,NA,No,Probably Not,0,0
12101,59,NA,NA,Yes,"NA",1,0
12102,29,NA,NA,No,Definitely Yes,0,0
12103,39,NA,NA,Yes,"NA",1,0
12104,29,NA,NA,Yes,"NA",1,1
12105,80,NA,NA,Yes,"No, Definitely not",2,0
12106,50,NA,NA,Yes,"NA",1,2
12107,80,NA,NA,Yes,Unsure,1,0
12108,59,4,4,Yes,"NA",2,1
12109,40,NA,NA,No,"NA",0,0
12110,64,NA,NA,Yes,"NA",3,2
12111,69,NA,NA,Yes,"No, Definitely not",1,0
12112,46,NA,NA,No,Probably Yes,0,0
12113,74,NA,NA,Yes,"NA",1,0
12114,59,NA,NA,Yes,"NA",1,0
12115,28,NA,NA,No,"NA",0,0
12116,64,NA,NA,Yes,Probably Not,1,1
12117,35,NA,NA,Yes,"NA",1,1
12118,42,NA,NA,Yes,"NA",1,0
12119,59,NA,NA,No,Unsure,0,0
12120,23,NA,NA,No,"NA",0,0
12121,25,NA,NA,No,"NA",0,0
12122,62,NA,NA,Yes,"NA",1,0
12123,52,NA,NA,No,Probably Not,0,1
12124,44,NA,NA,Yes,Definitely Yes,1,1
12125,20,NA,NA,No,"NA",0,0
12126,29,NA,NA,No,Probably Yes,0,1
12127,58,NA,NA,Yes,"NA",1,0
12128,53,NA,NA,Yes,"NA",2,1
12129,64,NA,NA,Yes,"NA",1,0
12130,60,18,11,Yes,"No, Definitely not",1,3
12131,60,NA,NA,Yes,"NA",1,1
12132,68,NA,NA,Yes,Unsure,1,1
12133,64,NA,NA,Yes,"NA",1,0
12134,74,NA,NA,Yes,"NA",1,0
12135,44,NA,NA,Yes,"NA",1,0
12136,37,NA,NA,Yes,"NA",1,0
12137,61,NA,NA,No,"NA",0,0
12138,22,NA,NA,No,Probably Yes,0,0
12139,57,NA,NA,Yes,"NA",1,0
12140,54,NA,NA,Yes,"NA",1,0
12141,23,NA,4,No,Probably Yes,0,0
12142,46,NA,NA,No,"NA",0,0
12143,61,NA,14,No,"NA",0,1
12144,65,NA,NA,Yes,"No, Definitely not",1,0
12145,69,NA,NA,Yes,"NA",1,0
12146,80,NA,NA,Yes,"No, Definitely not",2,0
12147,56,NA,NA,Yes,"NA",1,0
12148,80,NA,NA,Yes,"NA",1,0
12149,57,NA,NA,No,"No, Definitely not",0,1
12150,33,NA,NA,Yes,"NA",1,0
12151,39,NA,NA,No,"NA",0,1
12152,62,NA,8,Yes,"No, Definitely not",1,3
12153,66,NA,NA,No,"No, Definitely not",0,0
12154,24,NA,0,No,Probably Yes,0,1
12155,15,NA,NA,No,"NA",0,0
12156,76,NA,NA,Yes,"NA",1,0
12157,77,NA,NA,Yes,"NA",3,3
12158,62,NA,NA,Yes,"NA",1,1
12159,16,NA,NA,No,"NA",0,0
12160,70,NA,NA,Yes,"NA",2,0
12161,35,NA,NA,Yes,"NA",1,0
12162,31,NA,NA,No,"NA",0,0
12163,67,NA,NA,Yes,"No, Definitely not",1,1
12164,54,NA,NA,Yes,"No, Definitely not",1,1
12165,34,NA,NA,No,Probably Yes,0,0
12166,58,NA,NA,No,"No, Definitely not",0,1
12167,57,NA,NA,No,"No, Definitely not",0,0
12168,59,NA,NA,Yes,"NA",2,1
12169,66,NA,14,Yes,"No, Definitely not",1,1
12170,69,NA,NA,Yes,"NA",2,1
12171,70,NA,NA,Yes,"NA",1,0
12172,69,NA,NA,Yes,"No, Definitely not",1,0
12173,44,NA,NA,Yes,"NA",1,0
12174,56,NA,16,Yes,"NA",2,1
12175,23,NA,20,No,"NA",0,0
12176,39,NA,NA,No,Probably Yes,0,0
12177,37,NA,NA,Yes,"NA",1,0
12178,32,NA,NA,Yes,"NA",1,0
12179,61,NA,NA,Yes,"NA",2,1
12180,66,NA,NA,Yes,Probably Not,1,1
12181,66,NA,NA,Yes,"NA",1,0
12182,77,NA,NA,Yes,"NA",1,0
12183,15,NA,NA,No,"NA",0,0
12184,64,NA,NA,Yes,"No, Definitely not",2,1
12185,73,NA,NA,Yes,"No, Definitely not",1,1
12186,45,NA,NA,Yes,"NA",1,2
12187,30,NA,NA,No,Probably Not,0,0
12188,67,NA,NA,Yes,"NA",1,0
12189,41,20,19,Yes,"NA",1,1
12190,61,NA,NA,Yes,"NA",1,0
12191,35,NA,NA,Yes,"NA",1,0
12192,53,NA,NA,Yes,"NA",1,0
12193,78,NA,NA,Yes,"No, Definitely not",1,0
12194,20,NA,NA,No,Probably Yes,0,0
12195,53,NA,NA,Yes,"NA",1,0
12196,52,NA,10,Yes,"NA",2,2
12197,35,NA,NA,No,Probably Yes,0,3
12198,23,NA,NA,No,Probably Yes,0,0
12199,62,NA,NA,No,"NA",0,0
12200,70,NA,NA,Yes,"No, Definitely not",1,3
12201,62,NA,NA,Yes,"NA",1,0
12202,55,35,35,No,Probably Yes,0,1
12203,75,NA,NA,Yes,"NA",2,1
12204,26,NA,0,No,Probably Yes,0,1
12205,31,NA,NA,Yes,"NA",1,0
12206,76,NA,NA,Yes,Unsure,2,0
12207,56,NA,NA,Yes,"NA",1,1
12208,60,NA,NA,Yes,Probably Yes,1,2
12209,60,NA,NA,Yes,"NA",1,0
12210,64,NA,NA,No,Unsure,0,0
12211,61,NA,NA,Yes,"NA",1,0
12212,49,NA,NA,No,Definitely Yes,0,0
12213,62,NA,NA,No,Probably Not,0,0
12214,37,NA,NA,Yes,"NA",1,0
12215,20,NA,NA,No,"NA",0,0
12216,39,NA,NA,No,Unsure,0,2
12217,28,NA,NA,No,"NA",0,0
12218,80,NA,NA,Yes,"No, Definitely not",1,0
12219,70,NA,NA,Yes,"NA",1,0
12220,32,NA,NA,Yes,"NA",1,0
12221,60,NA,NA,No,Probably Not,0,0
12222,17,6,6,No,"NA",0,0
12223,26,NA,NA,Yes,"NA",1,0
12224,38,NA,NA,Yes,"NA",1,0
12225,64,NA,NA,Yes,"NA",2,2
12226,71,NA,NA,Yes,"No, Definitely not",1,0
12227,19,NA,NA,No,"NA",0,0
12228,61,NA,NA,Yes,"NA",1,1
12229,61,NA,NA,Yes,"NA",1,0
12230,58,NA,NA,Yes,"NA",1,0
12231,80,NA,NA,Yes,Probably Not,1,0
12232,53,NA,NA,Yes,"NA",1,0
12233,65,NA,NA,Yes,"NA",2,2
12234,38,NA,NA,Yes,"NA",1,0
12235,72,NA,NA,Yes,"NA",1,0
12236,67,NA,NA,No,"No, Definitely not",0,0
12237,69,18,11,Yes,"NA",1,0
12238,62,NA,NA,Yes,"NA",1,0
12239,71,NA,NA,No,Unsure,0,0
12240,51,NA,NA,Yes,"NA",1,0
12241,80,NA,NA,Yes,"NA",1,0
12242,63,NA,NA,Yes,Probably Not,1,0
12243,29,5,5,Yes,"NA",1,0
12244,27,NA,NA,Yes,"NA",1,0
12245,51,NA,NA,Yes,Unsure,1,1
12246,34,10,10,Yes,"NA",1,0
12247,33,NA,NA,Yes,"NA",1,1
12248,47,NA,NA,Yes,"NA",1,0
12249,52,NA,NA,Yes,"NA",1,1
12250,44,NA,NA,No,"NA",0,3
12251,75,NA,NA,Yes,"No, Definitely not",1,1
12252,33,NA,NA,Yes,"NA",2,2
12253,26,NA,NA,No,"NA",0,0
12254,61,NA,NA,No,Probably Not,0,0
12255,21,16,14,No,"NA",0,0
12256,47,NA,NA,Yes,"NA",1,0
12257,55,NA,NA,No,Probably Not,0,0
12258,60,NA,NA,Yes,Unsure,1,1
12259,69,NA,NA,Yes,"No, Definitely not",1,1
12260,38,NA,10,Yes,"NA",1,0
12261,69,NA,NA,Yes,"NA",1,0
12262,61,NA,NA,Yes,"NA",1,0
12263,62,NA,NA,No,"No, Definitely not",0,1
12264,53,NA,NA,No,"NA",0,1
12265,48,NA,NA,Yes,"NA",1,0
12266,61,NA,NA,No,Probably Not,0,0
12267,40,NA,NA,Yes,"No, Definitely not",1,0
12268,42,NA,NA,Yes,"NA",1,0
12269,55,NA,NA,Yes,Probably Not,1,1
12270,65,NA,NA,Yes,"NA",1,0
12271,25,NA,NA,No,"NA",0,0
12272,60,20,7,Yes,"NA",2,0
12273,25,NA,NA,No,Probably Yes,0,0
12274,57,NA,NA,Yes,Unsure,1,0
12275,45,NA,NA,Yes,"NA",1,0
12276,48,NA,NA,Yes,"NA",1,0
12277,69,NA,NA,Yes,"No, Definitely not",1,0
12278,66,NA,NA,No,"No, Definitely not",0,1
12279,59,NA,NA,Yes,"NA",1,0
12280,39,NA,NA,Yes,"NA",1,0
12281,59,8,7,Yes,Unsure,1,2
12282,66,NA,NA,No,"NA",0,0
12283,43,NA,NA,Yes,"NA",1,0
12284,77,NA,NA,No,"NA",0,0
12285,74,NA,NA,Yes,"NA",1,0
12286,73,NA,NA,Yes,"No, Definitely not",1,2
12287,74,NA,NA,Yes,"NA",1,0
12288,33,8,3,No,Probably Not,0,3
12289,38,NA,NA,No,"NA",0,1
12290,74,NA,NA,Yes,Unsure,2,1
12291,57,NA,NA,Yes,"NA",3,2
12292,49,16,16,Yes,"NA",2,1
12293,58,NA,NA,Yes,"NA",1,0
12294,65,NA,NA,Yes,"No, Definitely not",1,1
12295,74,NA,NA,Yes,"NA",1,0
12296,46,NA,NA,Yes,"NA",1,0
12297,49,NA,NA,Yes,"NA",2,1
12298,29,NA,NA,Yes,"NA",1,0
12299,75,NA,NA,Yes,"NA",1,0
12300,77,NA,NA,Yes,"No, Definitely not",1,0
12301,63,NA,NA,Yes,"NA",1,0
12302,72,NA,NA,Yes,"NA",1,0
12303,74,NA,NA,Yes,"NA",1,0
12304,48,NA,NA,No,"NA",0,1
12305,33,NA,NA,Yes,"NA",1,0
12306,66,18,15,Yes,"NA",3,2
12307,54,NA,NA,Yes,Unsure,1,1
12308,38,NA,NA,Yes,"NA",1,0
12309,72,NA,NA,Yes,"NA",1,0
12310,42,NA,NA,No,Probably Yes,0,0
12311,63,NA,NA,No,"No, Definitely not",0,2
12312,31,NA,NA,Yes,"NA",1,1
12313,21,NA,NA,No,Probably Yes,0,0
12314,31,NA,NA,Yes,"NA",1,0
12315,59,NA,NA,Yes,"NA",2,1
12316,27,NA,NA,No,"NA",0,0
12317,64,NA,NA,Yes,"NA",1,0
12318,76,NA,NA,Yes,Unsure,1,0
12319,45,4,0,Yes,"NA",1,0
12320,73,NA,NA,Yes,"No, Definitely not",1,0
12321,54,NA,NA,No,"NA",0,0
12322,57,NA,NA,Yes,"NA",1,0
12323,70,NA,NA,Yes,"NA",1,0
12324,58,NA,NA,Yes,"NA",2,2
12325,27,14,14,No,Unsure,0,1
12326,31,NA,NA,Yes,"NA",1,0
12327,22,NA,NA,No,"NA",0,0
12328,19,NA,NA,No,"NA",0,0
12329,22,NA,6,No,"NA",0,0
12330,57,12,12,Yes,"NA",1,1
12331,26,NA,NA,No,"NA",0,0
12332,71,NA,NA,Yes,"No, Definitely not",1,1
12333,52,NA,NA,Yes,"NA",2,1
12334,60,NA,NA,Yes,"NA",1,0
12335,44,NA,NA,Yes,"NA",1,0
12336,53,NA,8,Yes,"NA",2,2
12337,37,NA,7,Yes,"NA",1,1
12338,61,NA,NA,Yes,"NA",2,1
12339,79,NA,NA,Yes,"No, Definitely not",1,1
12340,26,NA,NA,No,Don't know,0,1
12341,29,NA,NA,No,"NA",0,1
12342,66,NA,NA,Yes,"NA",1,0
12343,27,NA,NA,No,"NA",0,0
12344,53,NA,NA,No,Unsure,0,0
12345,80,NA,NA,Yes,"No, Definitely not",1,0
12346,73,NA,NA,Yes,"No, Definitely not",2,2
12347,53,NA,15,Yes,"NA",1,0
12348,60,NA,NA,Yes,Probably Not,2,4
12349,38,NA,NA,Yes,"NA",1,0
12350,58,NA,NA,Yes,"NA",1,1
12351,50,NA,NA,Yes,"NA",1,3
12352,66,NA,NA,Yes,"NA",1,0
12353,27,NA,NA,No,"NA",0,0
12354,39,NA,NA,No,"NA",0,0
12355,25,NA,3,No,Definitely Yes,0,1
12356,29,NA,NA,Yes,"NA",1,0
12357,42,NA,3,Yes,"No, Definitely not",1,0
12358,64,NA,NA,Yes,"NA",1,0
12359,55,NA,NA,Yes,"NA",1,1
12360,73,NA,NA,Yes,"NA",1,0
12361,56,NA,NA,Yes,"NA",1,1
12362,45,NA,16,Yes,"NA",1,1
12363,30,NA,NA,Yes,"NA",1,0
12364,48,NA,NA,Yes,"NA",2,2
12365,69,NA,NA,Yes,"NA",1,0
12366,59,NA,NA,Yes,"NA",3,2
12367,78,NA,8,Yes,"No, Definitely not",1,0
12368,55,NA,NA,Yes,"NA",1,0
12369,68,NA,NA,Yes,"No, Definitely not",1,0
12370,69,NA,NA,Yes,"NA",1,0
12371,52,NA,NA,No,"NA",0,2
12372,61,NA,NA,Yes,"NA",1,0
12373,48,NA,NA,Yes,"NA",1,0
12374,40,NA,NA,Yes,"NA",1,2
12375,68,19,2,Yes,"No, Definitely not",2,2
12376,68,NA,NA,Yes,"NA",3,3
12377,30,NA,NA,No,Probably Not,0,0
12378,26,NA,NA,No,"NA",0,0
12379,30,NA,4,No,"NA",0,0
12380,27,NA,NA,No,Unsure,0,0
12381,34,NA,NA,No,"NA",0,0
12382,55,NA,NA,Yes,"NA",1,0
12383,23,3,3,No,"NA",0,0
12384,47,NA,NA,No,Probably Not,0,1
12385,25,NA,NA,No,Definitely Yes,0,0
12386,45,NA,NA,No,Probably Yes,0,0
12387,16,NA,1,No,"NA",0,0
12388,69,NA,NA,Yes,Unsure,1,0
12389,16,NA,NA,No,"NA",0,0
12390,69,NA,NA,Yes,"No, Definitely not",2,2
12391,80,NA,NA,Yes,Probably Yes,1,1
12392,80,NA,NA,Yes,"No, Definitely not",1,0
12393,40,NA,NA,No,"NA",0,0
12394,55,NA,NA,No,"No, Definitely not",0,0
12395,56,NA,NA,Yes,"NA",2,1
12396,34,NA,NA,Yes,"NA",1,0
12397,32,NA,NA,Yes,"NA",1,0
12398,79,NA,NA,No,"No, Definitely not",0,0
12399,23,1,1,No,"NA",0,0
12400,34,NA,NA,Yes,"NA",1,0
12401,70,NA,NA,Yes,"NA",1,0
12402,60,NA,NA,No,"NA",0,2
12403,80,NA,NA,Yes,"NA",2,0
12404,66,NA,NA,Yes,"NA",1,0
12405,31,NA,NA,Yes,"NA",1,0
12406,55,NA,NA,Yes,"NA",1,0
12407,68,NA,NA,No,Unsure,0,0
12408,34,NA,NA,No,"NA",0,1
12409,30,NA,NA,No,Probably Yes,0,0
12410,57,NA,NA,No,Probably Not,0,1
12411,23,NA,NA,No,"NA",0,0
12412,39,NA,NA,Yes,"NA",1,0
12413,73,NA,NA,Yes,"NA",1,0
12414,55,NA,NA,Yes,"NA",1,0
12415,67,NA,NA,Yes,Unsure,1,0
12416,79,NA,NA,Yes,"No, Definitely not",1,0
12417,76,NA,NA,Yes,"NA",1,0
12418,45,NA,NA,Yes,"NA",1,1
12419,65,NA,NA,Yes,"No, Definitely not",2,1
12420,29,NA,NA,Yes,"NA",1,0
12421,70,NA,NA,Yes,"NA",1,0
12422,69,NA,NA,Yes,"NA",1,0
12423,44,NA,NA,Yes,"NA",1,0
12424,51,NA,NA,Yes,"NA",1,1
12425,66,NA,NA,Yes,"NA",1,1
12426,70,NA,NA,Yes,"No, Definitely not",1,1
12427,49,NA,NA,Yes,Probably Not,2,2
12428,59,NA,NA,Yes,"NA",1,0
12429,56,NA,NA,No,Probably Not,0,0
12430,53,25,NA,No,Probably Yes,0,1
12431,64,NA,NA,Yes,"NA",1,0
12432,71,NA,NA,Yes,"NA",1,0
12433,33,NA,NA,Yes,"NA",1,0
12434,62,NA,NA,Yes,"NA",2,2
12435,59,NA,NA,Yes,"No, Definitely not",2,2
12436,80,NA,NA,Yes,"NA",1,0
12437,55,NA,NA,Yes,"NA",1,0
12438,60,NA,NA,Yes,"NA",1,0
12439,54,19,18,Yes,"NA",1,0
12440,46,NA,NA,Yes,"NA",2,1
12441,80,NA,NA,Yes,"No, Definitely not",1,0
12442,56,NA,NA,Yes,"NA",1,1
12443,70,NA,4,Yes,Probably Yes,1,0
12444,45,20,18,Yes,"NA",1,1
12445,34,NA,NA,No,"NA",0,1
12446,73,NA,NA,Yes,"NA",1,0
12447,43,NA,NA,Yes,"NA",2,3
12448,66,NA,NA,Yes,"NA",1,0
12449,75,NA,NA,Yes,"NA",1,0
12450,17,NA,NA,No,"NA",0,0
12451,43,NA,NA,No,"No, Definitely not",0,0
12452,30,NA,NA,No,Definitely Yes,0,0
12453,18,NA,NA,No,"NA",0,0
12454,63,NA,NA,Yes,"NA",2,0
12455,39,NA,NA,Yes,"NA",1,0
12456,31,NA,NA,Yes,"NA",1,0
12457,56,NA,NA,Yes,"NA",1,0
12458,54,NA,NA,Yes,"NA",1,0
12459,75,NA,NA,Yes,Unsure,2,2
12460,65,NA,NA,Yes,"NA",1,0
12461,27,NA,NA,No,Probably Yes,0,0
12462,43,NA,NA,No,"NA",0,0
12463,56,NA,11,No,"NA",0,3
12464,62,NA,NA,Yes,"NA",1,0
12465,31,9,9,No,"NA",0,0
12466,63,NA,NA,Yes,"NA",1,0
12467,60,33,29,Yes,"NA",1,1
12468,74,NA,NA,Yes,"NA",1,0
12469,18,NA,NA,No,"NA",0,0
12470,75,NA,NA,Yes,"No, Definitely not",1,1
12471,44,NA,NA,Yes,"NA",1,0
12472,48,NA,NA,No,"NA",0,3
12473,26,NA,15,No,Probably Not,0,0
12474,77,NA,NA,Yes,"NA",1,0
12475,68,NA,NA,Yes,"NA",1,0
12476,74,NA,35,Yes,"No, Definitely not",1,1
12477,35,NA,NA,Yes,"NA",1,0
12478,66,NA,NA,Yes,"No, Definitely not",1,0
12479,75,NA,NA,Yes,Probably Not,2,2
12480,74,NA,NA,Yes,"NA",1,0
12481,49,NA,NA,Yes,"NA",2,0
12482,58,30,20,Yes,"NA",1,2
12483,47,NA,NA,No,Unsure,0,0
12484,73,NA,NA,Yes,"No, Definitely not",2,1
12485,55,NA,NA,Yes,"NA",1,0
12486,61,NA,NA,Yes,Don't know,1,1
12487,36,NA,NA,Yes,"NA",1,0
12488,26,NA,NA,No,Probably Yes,0,0
12489,56,NA,NA,Yes,"NA",1,0
12490,70,NA,NA,Yes,"No, Definitely not",1,0
12491,59,NA,17,Yes,"NA",1,0
12492,64,NA,NA,Yes,"NA",1,0
12493,69,NA,NA,Yes,"NA",1,1
12494,66,NA,35,Yes,"NA",1,3
12495,67,NA,NA,Yes,"NA",2,1
12496,33,NA,NA,No,Probably Yes,0,1
12497,71,NA,NA,Yes,"NA",1,0
12498,54,NA,NA,Yes,"NA",1,0
12499,59,NA,NA,Yes,"NA",1,0
12500,53,NA,NA,Yes,"NA",1,0
12501,76,NA,NA,Yes,"NA",1,0
