caseid,age,parents_divorced,parents_separated,ever_married,intention_to_marry,num_marriages,separate_or_divorce
12502,63,NA,NA,Yes,"NA",1,0
12503,27,NA,NA,No,"NA",0,0
12504,50,NA,NA,No,Probably Not,0,0
12505,80,NA,10,Yes,"NA",1,0
12506,80,NA,NA,Yes,"No, Definitely not",1,0
12507,38,NA,NA,Yes,"NA",1,0
12508,50,NA,NA,Yes,"NA",1,0
12509,54,NA,NA,Yes,"NA",1,1
12510,54,NA,NA,Yes,"NA",1,0
12511,71,NA,NA,Yes,"No, Definitely not",1,1
12512,42,NA,NA,Yes,"NA",1,0
12513,34,NA,NA,No,Probably Yes,0,0
12514,50,8,6,No,"NA",0,2
12515,53,NA,NA,Yes,"NA",1,0
12516,50,NA,NA,No,"NA",0,0
12517,61,NA,NA,Yes,"NA",1,0
12518,16,NA,NA,No,"NA",0,0
12519,67,NA,NA,Yes,"No, Definitely not",1,1
12520,69,NA,NA,Yes,"NA",1,1
12521,39,NA,NA,No,"NA",0,1
12522,80,NA,NA,Yes,"NA",1,0
12523,62,NA,NA,Yes,"NA",1,0
12524,80,NA,NA,Yes,"No, Definitely not",1,0
12525,33,NA,NA,Yes,"NA",1,0
12526,51,NA,NA,Yes,"NA",2,1
12527,63,NA,NA,Yes,Probably Not,1,0
12528,65,NA,NA,Yes,"NA",3,2
12529,68,NA,NA,Yes,Unsure,1,2
12530,40,15,15,No,"NA",0,0
12531,63,NA,NA,Yes,"NA",1,0
12532,54,33,NA,Yes,"NA",2,1
12533,59,14,13,Yes,"NA",1,0
12534,32,NA,NA,Yes,"NA",1,0
12535,31,NA,NA,Yes,"NA",1,0
12536,56,NA,NA,Yes,"NA",1,0
12537,80,NA,NA,No,"No, Definitely not",0,0
12538,47,NA,NA,Yes,"NA",1,1
12539,52,10,8,No,Probably Not,0,1
12540,25,NA,NA,No,Probably Yes,0,0
12541,57,NA,NA,Yes,"NA",1,0
12542,66,NA,16,Yes,"No, Definitely not",1,0
12543,43,NA,NA,Yes,"NA",1,0
12544,33,NA,NA,Yes,"NA",1,2
12545,63,NA,NA,No,Unsure,0,0
12546,51,NA,NA,Yes,"NA",1,0
12547,44,NA,NA,Yes,"NA",1,0
12548,60,NA,NA,Yes,"NA",1,0
12549,57,NA,NA,No,"No, Definitely not",0,2
12550,25,NA,NA,No,"NA",0,0
12551,77,NA,NA,Yes,Definitely Yes,1,2
12552,18,NA,NA,No,"NA",0,0
12553,42,25,25,No,Probably Not,0,2
12554,64,NA,NA,Yes,"NA",2,2
12555,80,NA,NA,Yes,"No, Definitely not",1,0
12556,36,20,NA,Yes,"NA",1,0
12557,54,NA,NA,Yes,"No, Definitely not",2,4
12558,64,NA,NA,Yes,"NA",1,0
12559,76,NA,NA,Yes,"NA",1,0
12560,73,NA,NA,Yes,"NA",1,0
12561,64,27,11,Yes,"NA",1,0
12562,43,NA,NA,Yes,"NA",1,0
12563,33,NA,NA,Yes,"NA",1,0
12564,27,NA,NA,No,"NA",0,0
12565,52,NA,NA,No,Probably Yes,0,1
12566,34,NA,NA,No,Probably Yes,0,0
12567,80,NA,NA,Yes,"No, Definitely not",2,1
12568,16,NA,NA,No,"NA",0,0
12569,70,NA,NA,Yes,Probably Yes,1,1
12570,28,NA,NA,No,"NA",0,0
12571,64,NA,NA,Yes,"NA",1,0
12572,57,NA,NA,Yes,"NA",1,0
12573,49,NA,35,Yes,"NA",1,1
12574,54,8,7,Yes,"NA",1,1
12575,45,NA,NA,Yes,"NA",2,1
12576,52,NA,NA,Yes,"NA",1,1
12577,44,NA,NA,Yes,"NA",1,0
12578,80,NA,24,Yes,"No, Definitely not",1,1
12579,43,NA,3,No,"NA",0,2
12580,47,NA,NA,Yes,"NA",2,1
12581,53,NA,NA,Yes,"NA",1,0
12582,34,NA,NA,No,"NA",0,0
12583,67,NA,NA,Yes,"NA",1,1
12584,66,NA,NA,Yes,Probably Yes,2,2
12585,59,NA,NA,Yes,Unsure,1,2
12586,41,NA,NA,Yes,"NA",1,0
12587,38,NA,NA,Yes,"NA",1,0
12588,32,NA,NA,Yes,"NA",1,0
12589,55,NA,NA,Yes,"NA",1,1
12590,56,NA,NA,No,"No, Definitely not",0,1
12591,28,NA,NA,No,"NA",0,0
12592,55,NA,NA,No,Unsure,0,1
12593,30,NA,NA,Yes,"NA",1,0
12594,59,12,11,Yes,Probably Not,2,4
12595,60,NA,NA,Yes,"NA",1,0
12596,66,7,0,Yes,"NA",1,0
12597,36,NA,NA,No,"NA",0,1
12598,75,NA,NA,Yes,"No, Definitely not",1,0
12599,27,NA,NA,No,Definitely Yes,0,0
12600,60,NA,NA,Yes,"NA",2,2
12601,38,NA,NA,Yes,"NA",1,0
12602,80,NA,NA,Yes,"NA",2,0
12603,71,NA,NA,Yes,"NA",2,2
12604,69,NA,NA,Yes,Unsure,1,0
12605,80,NA,NA,Yes,"NA",1,0
12606,72,NA,NA,Yes,"NA",1,0
12607,29,NA,NA,No,"NA",0,2
12608,17,5,4,No,"NA",0,0
12609,63,NA,NA,Yes,"NA",1,0
12610,50,NA,NA,Yes,"NA",1,0
12611,57,NA,NA,Yes,"NA",2,3
12612,45,NA,NA,Yes,"NA",1,0
12613,67,35,32,Yes,"NA",3,2
12614,70,NA,NA,Yes,"NA",1,0
12615,63,NA,NA,Yes,"NA",1,0
12616,71,NA,NA,No,Probably Not,0,0
12617,46,NA,NA,Yes,"NA",1,0
12618,63,NA,NA,Yes,"NA",1,0
12619,64,NA,NA,No,"NA",0,1
12620,73,NA,18,Yes,"NA",1,0
12621,30,NA,NA,Yes,"NA",1,0
12622,80,NA,NA,Yes,"No, Definitely not",1,0
12623,38,NA,NA,Yes,"NA",1,0
12624,38,NA,NA,No,"NA",0,0
12625,59,NA,NA,No,"NA",0,0
12626,39,NA,NA,No,Probably Yes,0,2
12627,56,NA,NA,Yes,"NA",1,0
12628,63,NA,NA,Yes,Probably Not,2,2
12629,51,NA,NA,Yes,"No, Definitely not",1,1
12630,80,NA,NA,Yes,"No, Definitely not",2,0
12631,19,NA,NA,No,"NA",0,0
12632,78,NA,NA,Yes,"NA",1,0
12633,75,NA,NA,Yes,"No, Definitely not",1,0
12634,44,NA,NA,No,Probably Not,0,0
12635,80,NA,NA,Yes,"NA",1,0
12636,80,NA,NA,Yes,"No, Definitely not",2,1
12637,76,NA,NA,Yes,"No, Definitely not",1,0
12638,40,NA,NA,Yes,"NA",1,0
12639,19,NA,6,No,"NA",0,0
12640,68,NA,NA,Yes,"NA",1,0
12641,42,NA,4,Yes,"NA",1,0
12642,73,NA,NA,Yes,"No, Definitely not",1,2
12643,25,NA,8,No,"NA",0,0
12644,59,NA,NA,No,"NA",0,0
12645,70,NA,NA,Yes,"NA",1,0
12646,56,5,5,Yes,"NA",1,0
12647,30,5,5,Yes,"NA",1,1
12648,16,NA,NA,No,"NA",0,0
12649,61,NA,NA,Yes,"No, Definitely not",1,1
12650,60,NA,NA,Yes,"NA",1,0
12651,71,NA,NA,Yes,"No, Definitely not",1,1
12652,79,NA,NA,Yes,"NA",1,0
12653,56,NA,NA,Yes,"NA",1,2
12654,76,NA,NA,Yes,"NA",1,1
12655,80,NA,NA,Yes,"No, Definitely not",2,2
12656,53,NA,NA,Yes,"NA",1,0
12657,70,NA,NA,Yes,"No, Definitely not",2,2
12658,54,6,6,No,Unsure,0,1
12659,69,NA,NA,Yes,"NA",1,0
12660,64,NA,NA,No,"NA",0,0
12661,38,NA,NA,Yes,"NA",1,0
12662,50,NA,NA,Yes,"NA",1,0
12663,26,NA,10,No,"NA",0,0
12664,55,18,14,Yes,"NA",2,2
12665,65,NA,NA,No,"NA",0,2
12666,17,NA,NA,No,"NA",0,0
12667,64,NA,NA,Yes,"NA",1,0
12668,60,NA,NA,Yes,"NA",1,0
12669,26,8,7,No,"NA",0,0
12670,55,NA,NA,Yes,"NA",1,0
12671,73,NA,NA,Yes,"NA",1,0
12672,43,NA,NA,Yes,"NA",1,1
12673,33,NA,NA,Yes,"NA",1,0
12674,15,NA,NA,No,"NA",0,0
12675,28,NA,NA,No,"NA",0,0
12676,66,NA,NA,Yes,"NA",1,0
12677,26,NA,NA,No,Probably Yes,0,0
12678,35,NA,NA,Yes,"NA",1,0
12679,46,7,6,Yes,"NA",1,0
12680,29,NA,NA,No,"NA",0,0
12681,38,NA,NA,Yes,"NA",2,1
12682,30,NA,NA,Yes,"NA",1,0
12683,18,NA,NA,No,"NA",0,0
12684,80,NA,NA,Yes,"No, Definitely not",1,0
12685,60,NA,NA,Yes,"NA",1,0
12686,42,NA,NA,Yes,"NA",1,0
12687,48,NA,5,Yes,"NA",2,2
12688,53,NA,NA,Yes,"NA",1,0
12689,21,NA,NA,No,Definitely Yes,0,0
12690,27,NA,NA,No,Probably Yes,0,0
12691,68,NA,NA,Yes,"NA",2,1
12692,30,NA,NA,Yes,"NA",1,0
12693,36,NA,15,Yes,"NA",1,0
12694,36,NA,NA,Yes,"NA",1,0
12695,70,NA,NA,Yes,Probably Not,1,1
12696,32,NA,1,No,Probably Not,0,0
12697,49,NA,NA,Yes,"NA",1,0
12698,51,NA,NA,Yes,"NA",2,1
12699,75,NA,NA,Yes,"NA",1,0
12700,32,NA,NA,No,Probably Yes,0,0
12701,45,NA,NA,Yes,"NA",1,0
12702,18,NA,NA,No,"NA",0,0
12703,54,NA,NA,Yes,"NA",2,1
12704,54,NA,NA,No,"NA",0,1
12705,64,NA,NA,Yes,"NA",1,1
12706,44,NA,NA,No,"NA",0,0
12707,66,NA,NA,Yes,"NA",1,0
12708,62,NA,NA,Yes,"NA",2,1
12709,52,NA,NA,Yes,Unsure,1,2
12710,37,NA,NA,Yes,"NA",1,0
12711,36,9,8,Yes,"NA",1,0
12712,31,30,30,No,Unsure,0,1
12713,45,13,NA,Yes,"NA",1,0
12714,58,NA,NA,Yes,"NA",1,0
12715,39,NA,NA,Yes,"NA",1,1
12716,32,NA,NA,No,Probably Not,0,1
12717,78,NA,NA,Yes,"NA",2,4
12718,34,NA,NA,Yes,"NA",1,0
12719,67,NA,NA,Yes,Probably Not,1,1
12720,41,15,14,No,Probably Not,0,0
12721,66,NA,NA,Yes,"No, Definitely not",1,0
12722,30,NA,NA,No,"NA",0,0
12723,63,NA,NA,Yes,"NA",1,0
12724,70,NA,NA,No,Probably Not,0,0
12725,42,NA,NA,Yes,"NA",1,0
12726,29,NA,NA,Yes,"NA",1,0
12727,67,NA,NA,Yes,"No, Definitely not",1,3
12728,45,9,8,Yes,"NA",1,0
12729,71,NA,NA,Yes,"NA",1,0
12730,65,NA,NA,Yes,"NA",1,0
12731,78,NA,NA,Yes,"NA",1,0
12732,60,NA,NA,Yes,"NA",1,0
12733,33,NA,NA,No,"NA",0,0
12734,60,NA,23,Yes,"NA",1,0
12735,62,26,25,No,"NA",0,3
12736,26,NA,NA,No,Probably Not,0,0
12737,45,12,8,No,"NA",0,1
12738,62,NA,35,Yes,"NA",1,0
12739,73,NA,NA,Yes,"NA",1,0
12740,58,NA,NA,Yes,Probably Not,2,3
12741,61,NA,6,No,Probably Yes,0,2
12742,67,NA,NA,Yes,"NA",2,1
12743,45,NA,NA,Yes,"NA",1,2
12744,75,NA,NA,Yes,Probably Not,3,3
12745,52,NA,NA,Yes,"NA",1,1
12746,47,NA,NA,No,"NA",0,0
12747,73,NA,NA,Yes,"NA",1,0
12748,67,NA,NA,Yes,"No, Definitely not",3,3
12749,69,NA,NA,No,Probably Not,0,0
12750,16,NA,7,No,"NA",0,0
12751,39,NA,NA,Yes,"NA",1,2
12752,29,NA,NA,No,"NA",0,1
12753,28,NA,NA,No,Probably Yes,0,0
12754,54,NA,NA,No,"No, Definitely not",0,0
12755,52,NA,NA,No,"NA",0,1
12756,74,NA,NA,Yes,"NA",2,1
12757,66,NA,NA,Yes,"NA",2,1
12758,42,6,5,Yes,"NA",1,0
12759,51,NA,NA,Yes,"NA",1,0
12760,55,NA,NA,Yes,"NA",1,1
12761,32,6,5,Yes,"NA",1,0
12762,63,NA,NA,Yes,"NA",2,1
12763,66,NA,NA,Yes,"NA",1,0
12764,60,NA,NA,Yes,"NA",1,0
12765,36,NA,NA,Yes,"NA",1,0
12766,30,NA,NA,No,"NA",0,0
12767,80,NA,NA,Yes,"No, Definitely not",1,0
12768,80,NA,NA,No,"No, Definitely not",0,0
12769,45,NA,NA,Yes,"NA",1,0
12770,59,NA,NA,No,"NA",0,0
12771,80,NA,NA,Yes,"No, Definitely not",2,1
12772,60,NA,NA,Yes,"NA",3,2
12773,43,NA,NA,Yes,"NA",1,0
12774,64,NA,NA,Yes,"NA",1,1
12775,57,NA,NA,Yes,Unsure,1,1
12776,28,NA,NA,No,Probably Yes,0,0
12777,44,NA,NA,Yes,"NA",1,0
12778,16,NA,NA,No,"NA",0,0
12779,56,NA,NA,Yes,"NA",1,0
12780,55,35,NA,Yes,"NA",1,0
12781,66,NA,NA,No,Probably Not,0,1
12782,46,6,5,No,"NA",0,1
12783,34,NA,NA,Yes,"NA",1,0
12784,53,NA,NA,No,"No, Definitely not",0,0
12785,56,18,17,Yes,"NA",1,0
12786,26,NA,NA,No,Unsure,0,1
12787,45,NA,NA,No,"NA",0,1
12788,67,NA,NA,Yes,"NA",1,0
12789,80,NA,NA,Yes,"NA",1,0
12790,28,NA,NA,No,Probably Yes,0,0
12791,67,NA,NA,Yes,"NA",1,1
12792,32,NA,NA,Yes,"NA",1,0
12793,39,NA,6,No,"NA",0,0
12794,75,NA,NA,Yes,"NA",1,0
12795,52,NA,NA,Yes,"NA",1,1
12796,34,NA,NA,No,Probably Yes,0,0
12797,39,3,2,No,"NA",0,0
12798,65,NA,NA,Yes,"NA",1,0
12799,45,NA,8,Yes,"NA",1,1
12800,39,NA,NA,No,Probably Yes,0,0
12801,80,NA,35,Yes,"No, Definitely not",1,0
12802,31,NA,NA,Yes,"NA",1,0
12803,51,NA,NA,Yes,"NA",1,0
12804,52,NA,NA,No,"NA",0,0
12805,70,NA,NA,Yes,"NA",1,0
12806,42,NA,NA,Yes,"NA",1,0
12807,45,NA,NA,Yes,"NA",1,1
12808,47,NA,NA,Yes,"NA",1,0
12809,69,NA,NA,Yes,"NA",1,0
12810,22,5,5,No,Probably Yes,0,0
12811,21,NA,NA,No,"NA",0,0
12812,60,NA,NA,Yes,"NA",1,0
12813,80,NA,NA,Yes,"NA",2,0
12814,80,NA,14,Yes,"NA",1,0
12815,70,NA,NA,Yes,"NA",1,0
12816,17,NA,NA,No,"NA",0,0
12817,62,NA,NA,No,Probably Yes,0,0
12818,45,NA,NA,Yes,"NA",1,1
12819,52,32,13,No,"No, Definitely not",0,0
12820,22,NA,NA,No,"NA",0,0
12821,51,NA,NA,No,"NA",0,3
12822,35,NA,NA,Yes,"NA",1,1
12823,59,NA,NA,Yes,"NA",1,0
12824,38,NA,NA,Yes,"NA",1,0
12825,29,17,4,Yes,"NA",1,1
12826,59,NA,NA,Yes,"NA",1,0
12827,48,NA,NA,No,"NA",0,2
12828,68,NA,NA,Yes,"NA",1,0
12829,44,NA,NA,Yes,Probably Yes,1,1
12830,75,NA,NA,Yes,"No, Definitely not",1,0
12831,65,NA,NA,Yes,"NA",1,0
12832,54,NA,NA,Yes,"NA",1,0
12833,34,29,18,Yes,"NA",1,2
12834,32,NA,NA,Yes,"NA",1,0
12835,45,NA,NA,Yes,"NA",1,0
12836,68,NA,NA,Yes,"No, Definitely not",1,1
12837,21,NA,NA,No,Probably Yes,0,0
12838,56,NA,NA,No,"NA",0,0
12839,40,NA,35,No,"NA",0,2
12840,29,NA,NA,Yes,"NA",1,1
12841,49,NA,NA,Yes,"NA",1,0
12842,62,17,14,Yes,"NA",1,0
12843,55,NA,NA,Yes,"NA",1,1
12844,80,NA,NA,Yes,Probably Not,1,0
12845,39,NA,NA,Yes,"NA",1,0
12846,71,NA,NA,Yes,Probably Not,1,2
12847,76,NA,NA,Yes,"NA",1,0
12848,80,NA,NA,Yes,"No, Definitely not",1,0
12849,55,NA,24,Yes,Unsure,1,2
12850,60,NA,NA,Yes,"NA",2,2
12851,34,NA,NA,No,"NA",0,1
12852,69,NA,NA,Yes,"NA",1,0
12853,77,NA,NA,Yes,"NA",1,0
12854,40,NA,NA,Yes,"NA",1,0
12855,45,NA,NA,Yes,"NA",2,1
12856,51,NA,NA,No,"NA",0,1
12857,61,NA,NA,Yes,"NA",1,0
12858,47,NA,NA,Yes,"NA",1,0
12859,53,NA,NA,Yes,"NA",1,0
12860,44,NA,NA,No,Probably Yes,0,1
12861,37,NA,NA,Yes,"NA",1,0
12862,31,5,NA,No,Probably Not,0,0
12863,35,NA,NA,Yes,"NA",1,0
12864,34,6,5,No,"NA",0,0
12865,46,NA,NA,Yes,"NA",1,0
12866,38,NA,8,Yes,"NA",1,1
12867,33,NA,NA,Yes,"NA",1,0
12868,36,NA,NA,Yes,"NA",1,0
12869,30,2,2,Yes,"NA",1,0
12870,75,NA,NA,Yes,"No, Definitely not",2,1
12871,60,NA,NA,Yes,"NA",1,1
12872,42,NA,NA,No,"NA",0,0
12873,53,NA,NA,Yes,"NA",1,0
12874,55,NA,NA,Yes,"NA",1,0
12875,19,NA,NA,No,"NA",0,0
12876,72,15,13,Yes,"NA",1,0
12877,59,27,26,Yes,Probably Yes,1,2
12878,40,NA,NA,Yes,Unsure,1,2
12879,80,NA,NA,Yes,"No, Definitely not",1,0
12880,63,NA,NA,Yes,Definitely Yes,2,1
12881,27,NA,NA,Yes,"NA",1,0
12882,54,NA,NA,Yes,"NA",1,0
12883,55,NA,NA,No,"NA",0,0
12884,35,NA,NA,Yes,"NA",1,0
12885,65,NA,NA,Yes,"NA",1,0
12886,39,NA,8,No,Unsure,0,0
12887,66,NA,NA,No,"NA",0,0
12888,69,NA,NA,Yes,"NA",1,0
12889,22,NA,NA,No,Definitely Yes,0,0
12890,38,NA,9,No,"NA",0,0
12891,71,NA,NA,Yes,"NA",1,0
12892,67,NA,NA,Yes,"NA",1,0
12893,27,NA,NA,No,Probably Yes,0,1
12894,71,NA,NA,Yes,"NA",1,0
12895,67,NA,NA,Yes,"NA",1,0
12896,60,31,30,No,"No, Definitely not",0,1
12897,35,NA,NA,No,"NA",0,1
12898,80,NA,NA,Yes,"No, Definitely not",1,0
12899,65,22,22,Yes,"NA",1,0
12900,57,NA,NA,Yes,"No, Definitely not",1,1
12901,65,NA,NA,Yes,"NA",1,1
12902,30,NA,NA,No,Probably Yes,0,1
12903,41,NA,NA,Yes,"NA",1,0
12904,61,NA,NA,Yes,"NA",1,0
12905,61,NA,NA,Yes,"NA",1,1
12906,39,NA,NA,Yes,"NA",1,0
12907,67,NA,NA,Yes,"No, Definitely not",1,1
12908,78,NA,NA,Yes,"NA",1,0
12909,35,NA,NA,Yes,"NA",1,0
12910,77,NA,NA,Yes,"NA",1,2
12911,17,14,14,No,"NA",0,0
12912,52,NA,NA,Yes,"NA",1,0
12913,20,NA,NA,No,Probably Yes,0,0
12914,65,NA,NA,Yes,"NA",1,0
12915,54,NA,NA,No,"No, Definitely not",0,0
12916,59,NA,NA,Yes,Unsure,1,0
12917,63,NA,NA,Yes,"No, Definitely not",1,1
12918,80,NA,NA,Yes,"No, Definitely not",1,0
12919,28,9,9,No,"NA",0,0
12920,80,NA,NA,Yes,"No, Definitely not",1,0
12921,79,NA,NA,Yes,"No, Definitely not",1,1
12922,73,NA,NA,Yes,"NA",1,0
12923,45,NA,NA,Yes,"NA",1,0
12924,37,7,7,No,Unsure,0,0
12925,30,NA,15,No,"NA",0,0
12926,43,NA,NA,Yes,"NA",1,0
12927,57,23,22,Yes,"NA",1,0
12928,47,NA,NA,No,"No, Definitely not",0,0
12929,40,NA,NA,Yes,"NA",1,0
12930,67,NA,NA,Yes,"NA",1,0
12931,67,6,NA,Yes,"NA",1,0
12932,34,NA,NA,No,"NA",0,3
12933,70,21,19,Yes,"NA",1,0
12934,80,NA,NA,Yes,"NA",1,0
12935,52,NA,NA,Yes,Unsure,1,1
12936,49,9,8,No,Definitely Yes,0,0
12937,43,NA,NA,Yes,"NA",1,0
12938,42,NA,NA,No,"NA",0,0
12939,70,NA,NA,Yes,"NA",1,0
12940,69,NA,NA,Yes,Probably Not,1,1
12941,40,NA,NA,Yes,"NA",1,0
12942,42,NA,NA,Yes,"NA",2,1
12943,55,NA,NA,Yes,"NA",1,0
12944,71,NA,NA,Yes,"No, Definitely not",1,0
12945,57,12,12,Yes,Probably Yes,1,1
12946,40,NA,NA,No,"NA",0,2
12947,38,NA,NA,Yes,"NA",1,0
12948,29,NA,NA,Yes,"NA",1,0
12949,57,NA,26,Yes,"NA",1,1
12950,80,NA,NA,Yes,"NA",1,0
12951,39,NA,NA,Yes,"NA",1,0
12952,49,NA,NA,Yes,"NA",1,0
12953,59,NA,NA,Yes,"NA",1,1
12954,38,NA,NA,No,"NA",0,0
12955,46,NA,NA,Yes,"NA",1,0
12956,64,NA,NA,Yes,"NA",1,0
12957,66,NA,NA,Yes,"NA",1,0
12958,74,NA,NA,Yes,"NA",1,0
12959,64,NA,NA,Yes,"No, Definitely not",2,2
12960,62,NA,NA,No,"No, Definitely not",0,1
12961,61,NA,NA,Yes,"NA",1,0
12962,72,NA,NA,Yes,Probably Not,1,0
12963,75,NA,NA,No,"No, Definitely not",0,0
12964,48,NA,NA,Yes,"NA",1,1
12965,68,NA,NA,Yes,"NA",1,0
12966,41,NA,NA,No,"NA",0,0
12967,30,NA,NA,No,Unsure,0,0
12968,59,NA,NA,Yes,"NA",1,0
12969,46,NA,NA,Yes,"NA",1,0
12970,31,NA,NA,Yes,"NA",1,0
12971,41,NA,NA,No,"NA",0,1
12972,60,NA,NA,Yes,"No, Definitely not",1,1
12973,74,NA,NA,Yes,Probably Yes,2,1
12974,80,NA,NA,Yes,"NA",1,0
12975,64,NA,NA,Yes,"NA",1,0
12976,55,NA,NA,Yes,"NA",1,0
12977,25,NA,NA,No,"NA",0,0
12978,79,NA,NA,Yes,"No, Definitely not",1,0
12979,70,NA,NA,Yes,Probably Not,2,1
12980,46,NA,NA,Yes,"NA",1,0
12981,69,NA,NA,Yes,"NA",1,0
12982,34,NA,NA,Yes,"NA",1,0
12983,48,NA,NA,No,Unsure,0,0
12984,36,NA,NA,No,Probably Yes,0,0
12985,68,NA,NA,Yes,"NA",2,1
12986,63,NA,NA,Yes,"NA",1,0
12987,55,NA,NA,Yes,"NA",1,1
12988,28,NA,8,Yes,"NA",1,0
12989,68,NA,NA,Yes,"NA",1,0
12990,15,6,6,No,"NA",0,0
12991,62,NA,NA,Yes,"NA",1,1
12992,45,NA,NA,Yes,"NA",3,2
12993,70,NA,NA,Yes,"No, Definitely not",1,1
12994,27,NA,13,No,"NA",0,0
12995,60,NA,NA,Yes,"NA",1,2
12996,64,NA,NA,Yes,"No, Definitely not",1,1
12997,21,NA,NA,No,"NA",0,0
12998,60,NA,NA,Yes,"NA",1,0
12999,66,NA,NA,Yes,"NA",1,0
13000,68,NA,NA,Yes,"NA",1,0
13001,24,NA,NA,Yes,"NA",1,0
13002,71,NA,NA,Yes,"NA",3,3
13003,18,NA,NA,No,"NA",0,0
13004,61,NA,NA,Yes,"NA",1,0
13005,64,NA,NA,Yes,"NA",1,0
13006,58,NA,NA,Yes,Unsure,1,1
13007,63,NA,NA,Yes,"NA",2,1
13008,41,NA,9,Yes,"NA",1,0
13009,80,NA,NA,Yes,"No, Definitely not",1,0
13010,75,NA,NA,Yes,"NA",1,0
13011,60,NA,NA,Yes,"NA",1,0
13012,38,NA,NA,Yes,"NA",1,0
13013,18,NA,4,No,"NA",0,0
13014,55,NA,NA,Yes,"NA",1,0
13015,58,NA,NA,No,"No, Definitely not",0,3
13016,54,NA,NA,Yes,"NA",1,0
13017,57,NA,NA,Yes,"No, Definitely not",1,1
13018,80,NA,NA,Yes,"No, Definitely not",2,1
13019,56,26,NA,No,"No, Definitely not",0,2
13020,69,NA,NA,Yes,"NA",2,2
13021,50,NA,NA,No,Probably Yes,0,0
13022,34,30,20,Yes,"NA",1,1
13023,30,NA,NA,No,"NA",0,0
13024,31,NA,NA,Yes,"NA",1,1
13025,47,NA,NA,Yes,"NA",1,1
13026,24,NA,NA,No,Unsure,0,0
13027,21,20,19,No,"NA",0,1
13028,43,15,13,Yes,"NA",2,1
13029,62,NA,NA,Yes,"NA",1,0
13030,46,NA,NA,No,"No, Definitely not",0,1
13031,42,NA,NA,Yes,"NA",1,0
13032,68,NA,NA,Yes,"NA",1,0
13033,72,NA,NA,Yes,"NA",1,0
13034,41,NA,35,Yes,"NA",1,0
13035,64,NA,NA,Yes,"NA",3,3
13036,73,NA,NA,Yes,Probably Not,2,2
13037,78,NA,NA,Yes,"NA",1,1
13038,70,NA,NA,Yes,Probably Not,1,1
13039,71,NA,NA,Yes,"NA",2,5
13040,57,NA,NA,Yes,"NA",1,2
13041,25,6,6,No,Probably Not,0,0
13042,75,NA,NA,Yes,"NA",2,0
13043,69,NA,NA,Yes,"NA",1,0
13044,43,18,16,No,Probably Not,0,2
13045,64,NA,NA,Yes,"NA",1,1
13046,50,30,8,Yes,"NA",3,2
13047,67,NA,NA,Yes,"No, Definitely not",1,1
13048,61,NA,NA,Yes,Probably Not,2,2
13049,65,19,9,Yes,"NA",3,2
13050,58,NA,NA,Yes,Probably Yes,1,1
13051,54,NA,NA,Yes,"NA",2,2
13052,44,NA,NA,Yes,"NA",1,1
13053,73,NA,NA,Yes,"No, Definitely not",1,0
13054,50,NA,NA,Yes,"NA",2,1
13055,78,NA,NA,Yes,"NA",2,1
13056,68,NA,NA,No,Probably Not,0,0
13057,23,NA,NA,No,Definitely Yes,0,0
13058,80,NA,NA,Yes,"NA",1,0
13059,29,NA,19,Yes,"NA",1,0
13060,33,NA,NA,Yes,"NA",1,1
13061,70,NA,NA,Yes,"NA",1,0
13062,68,NA,NA,Yes,"No, Definitely not",2,1
13063,75,NA,NA,Yes,"NA",1,0
13064,76,NA,NA,Yes,"No, Definitely not",1,0
13065,65,NA,NA,Yes,"NA",1,0
13066,52,NA,NA,No,"No, Definitely not",0,0
13067,57,NA,NA,Yes,"NA",2,3
13068,19,NA,NA,No,"NA",0,0
13069,45,NA,NA,Yes,"NA",1,0
13070,24,NA,NA,No,"NA",0,0
13071,60,NA,NA,Yes,Probably Not,1,2
13072,47,NA,NA,Yes,"No, Definitely not",1,1
13073,31,NA,NA,No,Probably Yes,0,0
13074,36,2,2,Yes,"NA",1,0
13075,68,NA,NA,Yes,"NA",1,0
13076,52,NA,NA,Yes,"NA",1,0
13077,25,NA,NA,No,"NA",0,0
13078,70,NA,NA,Yes,Probably Not,1,0
13079,61,NA,14,No,Unsure,0,2
13080,80,NA,NA,Yes,"No, Definitely not",1,0
13081,25,9,7,No,"NA",0,0
13082,33,NA,NA,Yes,"NA",1,0
13083,54,NA,NA,Yes,"NA",2,1
13084,33,NA,16,No,Probably Not,0,2
13085,63,NA,NA,Yes,Probably Yes,1,0
13086,76,NA,15,Yes,"No, Definitely not",1,1
13087,29,NA,NA,No,"No, Definitely not",0,1
13088,32,9,8,No,"No, Definitely not",0,0
13089,70,NA,NA,Yes,"No, Definitely not",1,0
13090,80,NA,NA,Yes,"NA",1,0
13091,75,NA,NA,Yes,"No, Definitely not",2,2
13092,64,NA,NA,Yes,"NA",1,0
13093,30,NA,NA,Yes,"NA",1,0
13094,34,NA,NA,Yes,"NA",1,0
13095,20,NA,NA,No,Probably Yes,0,0
13096,33,NA,NA,No,"NA",0,0
13097,78,NA,NA,Yes,"No, Definitely not",1,1
13098,56,NA,NA,Yes,"NA",1,0
13099,32,NA,NA,No,Probably Yes,0,0
13100,25,3,3,No,Unsure,0,0
13101,48,NA,19,Yes,"NA",2,1
13102,57,NA,NA,No,Probably Yes,0,0
13103,51,NA,NA,Yes,"NA",1,0
